person_id,name_cn,english_name_candidate,academy_memberships,first_domestic_academician_year,election_division,election_affiliation,official_homepage_url,verified_doi,verified_title,verified_journal,verified_year,verified_confidence,audit_status,candidate_doi,candidate_title,candidate_evidence,recommended_search_query
ACAD00218,刘正东,Zhengdong Liu,CAE,2019,化工、冶金与材料工程学部,中国钢研科技集团有限公司,https://www.cae.cn/cae/html/main/colys/20607399.html,,,,,,待单人精确检索,,,,Zhengdong Liu | 中国钢研科技集团有限公司 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00219,刘永坚,Yongjian Liu,CAE,2017,信息与电子工程学部,空军研究院,https://www.cae.cn/cae/html/main/colys/20981933.html,,,,,,待单人精确检索,,,,Yongjian Liu | 空军研究院 | 信息与电子工程学部 | English journal DOI
ACAD00221,刘永才,Yongcai Liu,CAE,2009,机械与运载工程学部,中国航天科工集团第三研究院,https://www.cae.cn/cae/html/main/colys/62378997.html,,,,,,待单人精确检索,,,,Yongcai Liu | 中国航天科工集团第三研究院 | 机械与运载工程学部 | English journal DOI
ACAD00224,刘泽金,Zejin Liu,CAE,2017,信息与电子工程学部,国防科技大学,https://www.cae.cn/cae/html/main/colys/92838139.html,,,,,,待单人精确检索,,,,Zejin Liu | 国防科技大学 | 信息与电子工程学部 | English journal DOI
ACAD00227,刘源张,Yuanzhang Liu,CAE,2001,工程管理学部,中国科学院系统科学研究所,https://www.cae.cn/cae/html/main/colys/34965820.html,,,,,,待单人精确检索,,,,Yuanzhang Liu | 中国科学院系统科学研究所 | 工程管理学部 | English journal DOI
ACAD00228,刘炯天,Jiongtian Liu,CAE,2009,化工、冶金与材料工程学部,中国矿业大学,https://www.cae.cn/cae/html/main/colys/31524392.html,,,,,,待单人精确检索,,,,Jiongtian Liu | 中国矿业大学 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00229,刘玉清,Yuqing Liu,CAE,1995,医药卫生学部,北京协和医学院,https://www.cae.cn/cae/html/main/colys/06435172.html,,,,,,待单人精确检索,,,,Yuqing Liu | 北京协和医学院 | 医药卫生学部 | English journal DOI
ACAD00230,刘玠,Jie Liu,CAE,1997,信息与电子工程学部，工程管理学部,鞍山钢铁集团公司,https://www.cae.cn/cae/html/main/colys/65663444.html,,,,,,待单人精确检索,,,,Jie Liu | 鞍山钢铁集团公司 | 信息与电子工程学部，工程管理学部 | English journal DOI
ACAD00233,刘秀梵,Xiufan Liu,CAE,2005,农业学部,扬州大学,https://www.cae.cn/cae/html/main/colys/71496567.html,,,,,,待单人精确检索,,,,Xiufan Liu | 扬州大学 | 农业学部 | English journal DOI
ACAD00235,刘筠,Yun Liu,CAE,1995,农业学部,湖南师范大学,https://www.cae.cn/cae/html/main/colys/59635439.html,,,,,,待单人精确检索,,,,Yun Liu | 湖南师范大学 | 农业学部 | English journal DOI
ACAD00236,刘经南,Jingnan Liu,CAE,1999,土木、水利与建筑工程学部,武汉测绘科技大学,https://www.cae.cn/cae/html/main/colys/15703474.html,,,,,,待单人精确检索,,,,Jingnan Liu | 武汉测绘科技大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00238,刘耀,Yao Liu,CAE,2001,医药卫生学部,公安部物证鉴定中心,https://www.cae.cn/cae/html/main/colys/34985963.html,,,,,,待单人精确检索,,,,Yao Liu | 公安部物证鉴定中心 | 医药卫生学部 | English journal DOI
ACAD00242,刘良,Liang Liu,CAE,2019,医药卫生学部,澳门科技大学,https://www.cae.cn/cae/html/main/colys/86427580.html,,,,,,待单人精确检索,,,,Liang Liu | 澳门科技大学 | 医药卫生学部 | English journal DOI
ACAD00245,刘连元,Lianyuan Liu,CAE,2011,机械与运载工程学部,中国航天科技集团公司第一研究院第十四研究所,https://www.cae.cn/cae/html/main/colys/65927495.html,,,,,,待单人精确检索,,,,Lianyuan Liu | 中国航天科技集团公司第一研究院第十四研究所 | 机械与运载工程学部 | English journal DOI
ACAD00246,刘韵洁,Yunjie Liu,CAE,2005,信息与电子工程学部,中国联合通信有限公司,https://www.cae.cn/cae/html/main/colys/43684913.html,,,,,,待单人精确检索,,,,Yunjie Liu | 中国联合通信有限公司 | 信息与电子工程学部 | English journal DOI
ACAD00249,刘鸿亮,Hongliang Liu,CAE,1994,环境与轻纺工程学部,中国环境科学研究院,https://www.cae.cn/cae/html/main/colys/31198958.html,,,,,,待单人精确检索,,,,Hongliang Liu | 中国环境科学研究院 | 环境与轻纺工程学部 | English journal DOI
ACAD00254,包振民,Zhenmin Bao,CAE,2017,农业学部,中国海洋大学,https://www.cae.cn/cae/html/main/colys/30803427.html,,,,,,待单人精确检索,,,,Zhenmin Bao | 中国海洋大学 | 农业学部 | English journal DOI
ACAD00258,单忠德,Zhongde Dan,CAE,2019,机械与运载工程学部,机械科学研究总院集团有限公司,https://www.cae.cn/cae/html/main/colys/82851183.html,,,,,,待单人精确检索,,,,Zhongde Dan | 机械科学研究总院集团有限公司 | 机械与运载工程学部 | English journal DOI
ACAD00259,单杨,Yang Dan,CAE,2021,环境与轻纺工程学部,湖南省农业科学院,https://www.cae.cn/cae/html/main/colys/10210126.html,,,,,,待单人精确检索,,,,Yang Dan | 湖南省农业科学院 | 环境与轻纺工程学部 | English journal DOI
ACAD00260,南志标,Zhibiao Nan,CAE,2009,农业学部,甘肃省草原生态研究所、兰州大学草地农业科技学院,https://www.cae.cn/cae/html/main/colys/56645775.html,,,,,,待单人精确检索,,,,Zhibiao Nan | 甘肃省草原生态研究所、兰州大学草地农业科技学院 | 农业学部 | English journal DOI
ACAD00264,卢世璧,Shibi Lu,CAE,1996,医药卫生学部,解放军总医院骨科研究所,https://www.cae.cn/cae/html/main/colys/96402110.html,,,,,,待单人精确检索,,,,Shibi Lu | 解放军总医院骨科研究所 | 医药卫生学部 | English journal DOI
ACAD00266,卢春房,Chunfang Lu,CAE,2017,工程管理学部,中国铁路总公司,https://www.cae.cn/cae/html/main/colys/11771167.html,,,,,,待单人精确检索,,,,Chunfang Lu | 中国铁路总公司 | 工程管理学部 | English journal DOI
ACAD00270,卢秉恒,Bingheng Lu,CAE,2005,机械与运载工程学部,西安交通大学,https://www.cae.cn/cae/html/main/colys/34879956.html,,,,,,待单人精确检索,,,,Bingheng Lu | 西安交通大学 | 机械与运载工程学部 | English journal DOI
ACAD00271,卢耀如,Yaoru Lu,CAE,1997,土木、水利与建筑工程学部,中国地质科学院,https://www.cae.cn/cae/html/main/colys/15157490.html,,,,,,待单人精确检索,,,,Yaoru Lu | 中国地质科学院 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00273,卢良恕,Liangshu Lu,CAE,1994,农业学部,中国农业科学院,https://www.cae.cn/cae/html/main/colys/03995136.html,,,,,,待单人精确检索,,,,Liangshu Lu | 中国农业科学院 | 农业学部 | English journal DOI
ACAD00274,卢锡城,Xicheng Lu,CAE,1999,信息与电子工程学部,国防科技大学计算机学院,https://www.cae.cn/cae/html/main/colys/71846900.html,,,,,,待单人精确检索,,,,Xicheng Lu | 国防科技大学计算机学院 | 信息与电子工程学部 | English journal DOI
ACAD00276,印遇龙,Yulong Yin,CAE,2013,农业学部,中国科学院亚热带农业生态研究所,https://www.cae.cn/cae/html/main/colys/41936974.html,,,,,,待单人精确检索,,,,Yulong Yin | 中国科学院亚热带农业生态研究所 | 农业学部 | English journal DOI
ACAD00278,古德生,Desheng Gu,CAE,1995,能源与矿业工程学部,中南大学,https://www.cae.cn/cae/html/main/colys/40589851.html,,,,,,待单人精确检索,,,,Desheng Gu | 中南大学 | 能源与矿业工程学部 | English journal DOI
ACAD00280,史轶蘩,Yifan Shi,CAE,1996,医药卫生学部,北京协和医学院,https://www.cae.cn/cae/html/main/colys/37592172.html,,,,,,待单人精确检索,,,,Yifan Shi | 北京协和医学院 | 医药卫生学部 | English journal DOI
ACAD00281,叶可明,Keming Ye,CAE,1995,土木、水利与建筑工程学部，工程管理学部,上海建工集团总公司,https://www.cae.cn/cae/html/main/colys/12146941.html,,,,,,待单人精确检索,,,,Keming Ye | 上海建工集团总公司 | 土木、水利与建筑工程学部，工程管理学部 | English journal DOI
ACAD00286,叶声华,Shenghua Ye,CAE,2003,信息与电子工程学部,天津大学,https://www.cae.cn/cae/html/main/colys/12832037.html,,,,,,待单人精确检索,,,,Shenghua Ye | 天津大学 | 信息与电子工程学部 | English journal DOI
ACAD00288,叶奇蓁,Qizhen Ye,CAE,2003,能源与矿业工程学部,核电秦山联营有限公司,https://www.cae.cn/cae/html/main/colys/56755585.html,,,,,,待单人精确检索,,,,Qizhen Ye | 核电秦山联营有限公司 | 能源与矿业工程学部 | English journal DOI
ACAD00289,叶尚福,Shangfu Ye,CAE,1995,信息与电子工程学部,总参谋部第五十八研究所,https://www.cae.cn/cae/html/main/colys/84938366.html,,,,,,待单人精确检索,,,,Shangfu Ye | 总参谋部第五十八研究所 | 信息与电子工程学部 | English journal DOI
ACAD00294,叶铭汉,Minghan Ye,CAE,1995,信息与电子工程学部,中国科学院高能物理研究所,https://www.cae.cn/cae/html/main/colys/40340079.html,,,,,,待单人精确检索,,,,Minghan Ye | 中国科学院高能物理研究所 | 信息与电子工程学部 | English journal DOI
ACAD00296,向仲怀,Zhonghuai Xiang,CAE,1995,农业学部,西南大学,https://www.cae.cn/cae/html/main/colys/28231629.html,,,,,,待单人精确检索,,,,Zhonghuai Xiang | 西南大学 | 农业学部 | English journal DOI
ACAD00297,向巧,Qiao Xiang,CAE,2015,工程管理学部,解放军第五七一九工厂,https://www.cae.cn/cae/html/main/colys/88652694.html,,,,,,待单人精确检索,,,,Qiao Xiang | 解放军第五七一九工厂 | 工程管理学部 | English journal DOI
ACAD00299,向锦武,Jinwu Xiang,CAE,2019,机械与运载工程学部,北京航空航天大学,https://www.cae.cn/cae/html/main/colys/32381781.html,,,,,,待单人精确检索,,,,Jinwu Xiang | 北京航空航天大学 | 机械与运载工程学部 | English journal DOI
ACAD00303,吕志涛,Zhitao Lu,CAE,1997,土木、水利与建筑工程学部,东南大学,https://www.cae.cn/cae/html/main/colys/25237586.html,,,,,,待单人精确检索,,,,Zhitao Lu | 东南大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00305,吕西林,Xilin Lu,CAE,2019,土木、水利与建筑工程学部,同济大学,https://www.cae.cn/cae/html/main/colys/44759742.html,,,,,,待单人精确检索,,,,Xilin Lu | 同济大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00306,吕跃广,Yueguang Lu,CAE,2011,信息与电子工程学部,总参谋部第五十四研究所,https://www.cae.cn/cae/html/main/colys/00855664.html,,,,,,待单人精确检索,,,,Yueguang Lu | 总参谋部第五十四研究所 | 信息与电子工程学部 | English journal DOI
ACAD00311,吴中如,Zhongru Wu,CAE,1997,土木、水利与建筑工程学部,河海大学,https://www.cae.cn/cae/html/main/colys/28432469.html,,,,,,待单人精确检索,,,,Zhongru Wu | 河海大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00312,吴丰昌,Fengchang Wu,CAE,2017,环境与轻纺工程学部,中国环境科学研究院,https://www.cae.cn/cae/html/main/colys/93552845.html,,,,,,待单人精确检索,,,,Fengchang Wu | 中国环境科学研究院 | 环境与轻纺工程学部 | English journal DOI
ACAD00313,吴义强,Yiqiang Wu,CAE,2021,农业学部,中南林业科技大学,https://www.cae.cn/cae/html/main/colys/44784437.html,,,,,,待单人精确检索,,,,Yiqiang Wu | 中南林业科技大学 | 农业学部 | English journal DOI
ACAD00315,吴以岭,Yiling Wu,CAE,2009,医药卫生学部,河北省中西医结合医药研究院,https://www.cae.cn/cae/html/main/colys/90293895.html,,,,,,待单人精确检索,,,,Yiling Wu | 河北省中西医结合医药研究院 | 医药卫生学部 | English journal DOI
ACAD00316,吴以成,Yicheng Wu,CAE,2005,化工、冶金与材料工程学部,中国科学院理化技术研究所,https://www.cae.cn/cae/html/main/colys/12216108.html,,,,,,待单人精确检索,,,,Yicheng Wu | 中国科学院理化技术研究所 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00317,吴伟仁,Weiren Wu,CAE,2015,信息与电子工程学部,国防科工局探月与航天工程中心,https://www.cae.cn/cae/html/main/colys/03022221.html,,,,,,待单人精确检索,,,,Weiren Wu | 国防科工局探月与航天工程中心 | 信息与电子工程学部 | English journal DOI
ACAD00319,吴佑寿,Youshou Wu,CAE,1995,信息与电子工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/53211160.html,,,,,,待单人精确检索,,,,Youshou Wu | 清华大学 | 信息与电子工程学部 | English journal DOI
ACAD00320,吴光辉,Guanghui Wu,CAE,2017,机械与运载工程学部,中国商用飞机有限责任公司,https://www.cae.cn/cae/html/main/colys/58927166.html,,,,,,待单人精确检索,,,,Guanghui Wu | 中国商用飞机有限责任公司 | 机械与运载工程学部 | English journal DOI
ACAD00323,吴剑旗,Jianqi Wu,CAE,2021,信息与电子工程学部,中国电子科技集团公司第三十八研究所,https://www.cae.cn/cae/html/main/colys/94779397.html,,,,,,待单人精确检索,,,,Jianqi Wu | 中国电子科技集团公司第三十八研究所 | 信息与电子工程学部 | English journal DOI
ACAD00324,吴咸中,Xianzhong Wu,CAE,1996,医药卫生学部,天津医科大学,https://www.cae.cn/cae/html/main/colys/59328891.html,,,,,,待单人精确检索,,,,Xianzhong Wu | 天津医科大学 | 医药卫生学部 | English journal DOI
ACAD00327,吴天一,Tianyi Wu,CAE,2001,医药卫生学部,青海高原医学研究所,https://www.cae.cn/cae/html/main/colys/78191133.html,,,,,,待单人精确检索,,,,Tianyi Wu | 青海高原医学研究所 | 医药卫生学部 | English journal DOI
ACAD00329,吴孔明,Kongming Wu,CAE,2011,农业学部,中国农业科学院植物保护研究所,https://www.cae.cn/cae/html/main/colys/59502418.html,,,,,,待单人精确检索,,,,Kongming Wu | 中国农业科学院植物保护研究所 | 农业学部 | English journal DOI
ACAD00336,吴建平,Jianping Wu,CAE,2015,信息与电子工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/95341770.html,,,,,,待单人精确检索,,,,Jianping Wu | 清华大学 | 信息与电子工程学部 | English journal DOI
ACAD00338,吴德昌,Dechang Wu,CAE,1995,医药卫生学部,军事医学科学院放射医学研究所,https://www.cae.cn/cae/html/main/colys/00260664.html,,,,,,待单人精确检索,,,,Dechang Wu | 军事医学科学院放射医学研究所 | 医药卫生学部 | English journal DOI
ACAD00340,吴志强,Zhiqiang Wu,CAE,2017,土木、水利与建筑工程学部,同济大学,https://www.cae.cn/cae/html/main/colys/49007692.html,,,,,,待单人精确检索,,,,Zhiqiang Wu | 同济大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00341,吴慰祖,Weizu Wu,CAE,1999,化工、冶金与材料工程学部,总参谋部第五十五研究所,https://www.cae.cn/cae/html/main/colys/56768128.html,,,,,,待单人精确检索,,,,Weizu Wu | 总参谋部第五十五研究所 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00345,吴明珠,Mingzhu Wu,CAE,1999,农业学部,新疆农业科学院园艺作物研究所,https://www.cae.cn/cae/html/main/colys/31830484.html,,,,,,待单人精确检索,,,,Mingzhu Wu | 新疆农业科学院园艺作物研究所 | 农业学部 | English journal DOI
ACAD00346,吴明红,Minghong Wu,CAE,2021,环境与轻纺工程学部,上海大学,https://www.cae.cn/cae/html/main/colys/01102946.html,,,,,,待单人精确检索,,,,Minghong Wu | 上海大学 | 环境与轻纺工程学部 | English journal DOI
ACAD00347,吴曼青,Manqing Wu,CAE,2009,信息与电子工程学部,中国电子科技集团公司第三十八研究所,https://www.cae.cn/cae/html/main/col284/2012-02/27/20120227140304000962108_1.html,,,,,,待单人精确检索,,,,Manqing Wu | 中国电子科技集团公司第三十八研究所 | 信息与电子工程学部 | English journal DOI
ACAD00348,吴有生,Yousheng Wu,CAE,1994,机械与运载工程学部,中国船舶工业总公司第702研究所,https://www.cae.cn/cae/html/main/colys/40176187.html,,,,,,待单人精确检索,,,,Yousheng Wu | 中国船舶工业总公司第702研究所 | 机械与运载工程学部 | English journal DOI
ACAD00351,吴汉明,Hanming Wu,CAE,2019,信息与电子工程学部,芯创智（北京）微电子有限公司,https://www.cae.cn/cae/html/main/colys/77159094.html,,,,,,待单人精确检索,,,,Hanming Wu | 芯创智（北京）微电子有限公司 | 信息与电子工程学部 | English journal DOI
ACAD00352,吴清平,Qingping Wu,CAE,2015,环境与轻纺工程学部,广东省微生物研究所,https://www.cae.cn/cae/html/main/colys/81048678.html,,,,,,待单人精确检索,,,,Qingping Wu | 广东省微生物研究所 | 环境与轻纺工程学部 | English journal DOI
ACAD00353,吴澄,Cheng Wu,CAE,1995,信息与电子工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/96944507.html,,,,,,待单人精确检索,,,,Cheng Wu | 清华大学 | 信息与电子工程学部 | English journal DOI
ACAD00357,吴祖垲,Zukai Wu,CAE,1995,信息与电子工程学部,陕西省电子工业局,https://www.cae.cn/cae/html/main/colys/09800980.html,,,,,,待单人精确检索,,,,Zukai Wu | 陕西省电子工业局 | 信息与电子工程学部 | English journal DOI
ACAD00361,吴良镛,Liangyong Wu,CAE,1995,土木、水利与建筑工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/40254224.html,,,,,,待单人精确检索,,,,Liangyong Wu | 清华大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00362,吴锋,Feng Wu,CAE,2017,化工、冶金与材料工程学部,北京理工大学,https://www.cae.cn/cae/html/main/colys/92622570.html,,,,,,待单人精确检索,,,,Feng Wu | 北京理工大学 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00365,吾守尔·斯拉木,Shouer·Silamu Wu,CAE,2011,信息与电子工程学部,新疆大学,https://www.cae.cn/cae/html/main/colys/15848126.html,,,,,,待单人精确检索,,,,Shouer·Silamu Wu | 新疆大学 | 信息与电子工程学部 | English journal DOI
ACAD00366,周世宁,Shining Zhou,CAE,1999,能源与矿业工程学部,中国矿业大学,https://www.cae.cn/cae/html/main/colys/25490781.html,,,,,,待单人精确检索,,,,Shining Zhou | 中国矿业大学 | 能源与矿业工程学部 | English journal DOI
ACAD00367,周丰峻,Fengjun Zhou,CAE,1999,土木、水利与建筑工程学部,总参谋部工程兵第三研究所,https://www.cae.cn/cae/html/main/colys/12426954.html,,,,,,待单人精确检索,,,,Fengjun Zhou | 总参谋部工程兵第三研究所 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00368,周仲义,Zhongyi Zhou,CAE,1994,信息与电子工程学部,总参谋部,https://www.cae.cn/cae/html/main/colys/15852756.html,,,,,,待单人精确检索,,,,Zhongyi Zhou | 总参谋部 | 信息与电子工程学部 | English journal DOI
ACAD00370,周光耀,Guangyao Zhou,CAE,1995,化工、冶金与材料工程学部,化学工业部中国成达化学工程公司,https://www.cae.cn/cae/html/main/colys/21475843.html,,,,,,待单人精确检索,,,,Guangyao Zhou | 化学工业部中国成达化学工程公司 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00371,周克崧,Kesong Zhou,CAE,2009,化工、冶金与材料工程学部,广州有色金属研究院,https://www.cae.cn/cae/html/main/colys/31856107.html,,,,,,待单人精确检索,,,,Kesong Zhou | 广州有色金属研究院 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00375,周刚,Gang Zhou,CAE,2021,能源与矿业工程学部,中国人民解放军63650部队,https://www.cae.cn/cae/html/main/colys/51000789.html,,,,,,待单人精确检索,,,,Gang Zhou | 中国人民解放军63650部队 | 能源与矿业工程学部 | English journal DOI
ACAD00377,周勤之,Qinzhi Zhou,CAE,1995,机械与运载工程学部,上海机床厂,https://www.cae.cn/cae/html/main/colys/40354274.html,,,,,,待单人精确检索,,,,Qinzhi Zhou | 上海机床厂 | 机械与运载工程学部 | English journal DOI
ACAD00378,周卫,Wei Zhou,CAE,2021,农业学部,中国农业科学院农业资源与农业区划研究所,https://www.cae.cn/cae/html/main/colys/27113893.html,,,,,,待单人精确检索,,,,Wei Zhou | 中国农业科学院农业资源与农业区划研究所 | 农业学部 | English journal DOI
ACAD00383,周后元,Houyuan Zhou,CAE,1995,医药卫生学部,上海医药工业研究院,https://www.cae.cn/cae/html/main/colys/84505182.html,,,,,,待单人精确检索,,,,Houyuan Zhou | 上海医药工业研究院 | 医药卫生学部 | English journal DOI
ACAD00385,周君亮,Junliang Zhou,CAE,1995,土木、水利与建筑工程学部,江苏省水利厅,https://www.cae.cn/cae/html/main/colys/53339101.html,,,,,,待单人精确检索,,,,Junliang Zhou | 江苏省水利厅 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00388,周守为,Shouwei Zhou,CAE,2009,能源与矿业工程学部,中国海洋石油总公司,https://www.cae.cn/cae/html/main/colys/78273740.html,,,,,,待单人精确检索,,,,Shouwei Zhou | 中国海洋石油总公司 | 能源与矿业工程学部 | English journal DOI
ACAD00389,周宏灏,Honghao Zhou,CAE,2005,医药卫生学部,中南大学,https://www.cae.cn/cae/html/main/colys/03292304.html,,,,,,待单人精确检索,,,,Honghao Zhou | 中南大学 | 医药卫生学部 | English journal DOI
ACAD00390,周寿桓,Shouhuan Zhou,CAE,2003,信息与电子工程学部,中国电子科技集团公司第十一研究所,https://www.cae.cn/cae/html/main/colys/40276559.html,,,,,,待单人精确检索,,,,Shouhuan Zhou | 中国电子科技集团公司第十一研究所 | 信息与电子工程学部 | English journal DOI
ACAD00394,周廉,Lian Zhou,CAE,1994,化工、冶金与材料工程学部,西北有色金属研究院,https://www.cae.cn/cae/html/main/colys/81694336.html,,,,,,待单人精确检索,,,,Lian Zhou | 西北有色金属研究院 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00395,周建平,Jianping Zhou,CAE,2013,工程管理学部,中国载人航天工程办公室,https://www.cae.cn/cae/html/main/colys/41532694.html,,,,,,待单人精确检索,,,,Jianping Zhou | 中国载人航天工程办公室 | 工程管理学部 | English journal DOI
ACAD00396,周开达,Kaida Zhou,CAE,1999,农业学部,四川农业大学水稻研究所,https://www.cae.cn/cae/html/main/colys/56327309.html,,,,,,待单人精确检索,,,,Kaida Zhou | 四川农业大学水稻研究所 | 农业学部 | English journal DOI
ACAD00397,周志成,Zhicheng Zhou,CAE,2017,机械与运载工程学部,中国航天科技集团公司第五研究院,https://www.cae.cn/cae/html/main/colys/10271883.html,,,,,,待单人精确检索,,,,Zhicheng Zhou | 中国航天科技集团公司第五研究院 | 机械与运载工程学部 | English journal DOI
ACAD00405,周永茂,Yongmao Zhou,CAE,1995,能源与矿业工程学部,中国核工业总公司中国中原对外工程公司,https://www.cae.cn/cae/html/main/colys/37552462.html,,,,,,待单人精确检索,,,,Yongmao Zhou | 中国核工业总公司中国中原对外工程公司 | 能源与矿业工程学部 | English journal DOI
ACAD00406,周济,Ji Zhou,CAE,1999,机械与运载工程学部,华中理工大学,https://www.cae.cn/cae/html/main/colys/06424102.html,,,,,,待单人精确检索,,,,Ji Zhou | 华中理工大学 | 机械与运载工程学部 | English journal DOI
ACAD00407,周济,Ji Zhou,CAE,2017,化工、冶金与材料工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/06424102.html,,,,,,待单人精确检索,,,,Ji Zhou | 清华大学 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00410,周玉,Yu Zhou,CAE,2009,化工、冶金与材料工程学部,哈尔滨工业大学,https://www.cae.cn/cae/html/main/colys/03404596.html,,,,,,待单人精确检索,,,,Yu Zhou | 哈尔滨工业大学 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00412,周福霖,Fulin Zhou,CAE,2003,土木、水利与建筑工程学部,广州大学,https://www.cae.cn/cae/html/main/colys/25553040.html,,,,,,待单人精确检索,,,,Fulin Zhou | 广州大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00414,周立伟,Liwei Zhou,CAE,1999,信息与电子工程学部,北京理工大学,https://www.cae.cn/cae/html/main/colys/43919202.html,,,,,,待单人精确检索,,,,Liwei Zhou | 北京理工大学 | 信息与电子工程学部 | English journal DOI
ACAD00415,周绪红,Xuhong Zhou,CAE,2011,土木、水利与建筑工程学部,兰州大学,https://www.cae.cn/cae/html/main/colys/25130589.html,,,,,,待单人精确检索,,,,Xuhong Zhou | 兰州大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00417,周翔,Xiang Zhou,CAE,1995,环境与轻纺工程学部,武汉大学,https://www.cae.cn/cae/html/main/colys/59949298.html,,,,,,待单人精确检索,,,,Xiang Zhou | 武汉大学 | 环境与轻纺工程学部 | English journal DOI
ACAD00419,周良辅,Liangfu Zhou,CAE,2009,医药卫生学部,复旦大学附属华山医院,https://www.cae.cn/cae/html/main/colys/00290264.html,,,,,,待单人精确检索,,,,Liangfu Zhou | 复旦大学附属华山医院 | 医药卫生学部 | English journal DOI
ACAD00421,周邦新,Bangxin Zhou,CAE,1995,能源与矿业工程学部,中国核工业总公司中国核动力研究设计院,https://www.cae.cn/cae/html/main/colys/34537857.html,,,,,,待单人精确检索,,,,Bangxin Zhou | 中国核工业总公司中国核动力研究设计院 | 能源与矿业工程学部 | English journal DOI
ACAD00423,周镜,Jing Zhou,CAE,1994,土木、水利与建筑工程学部,铁道部科学研究院,https://www.cae.cn/cae/html/main/colys/46212604.html,,,,,,待单人精确检索,,,,Jing Zhou | 铁道部科学研究院 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00425,唐任远,Renyuan Tang,CAE,2001,机械与运载工程学部,沈阳工业大学,https://www.cae.cn/cae/html/main/colys/25369742.html,,,,,,待单人精确检索,,,,Renyuan Tang | 沈阳工业大学 | 机械与运载工程学部 | English journal DOI
ACAD00428,唐华俊,Huajun Tang,CAE,2015,农业学部,中国农业科学院,https://www.cae.cn/cae/html/main/colys/86366420.html,,,,,,待单人精确检索,,,,Huajun Tang | 中国农业科学院 | 农业学部 | English journal DOI
ACAD00430,唐启升,Qisheng Tang,CAE,1999,农业学部,中国水产科学研究院黄海水产研究所,https://www.cae.cn/cae/html/main/colys/09803567.html,,,,,,待单人精确检索,,,,Qisheng Tang | 中国水产科学研究院黄海水产研究所 | 农业学部 | English journal DOI
ACAD00431,唐孝炎,Xiaoyan Tang,CAE,1995,环境与轻纺工程学部,北京大学,https://www.cae.cn/cae/html/main/colys/65675483.html,,,,,,待单人精确检索,,,,Xiaoyan Tang | 北京大学 | 环境与轻纺工程学部 | English journal DOI
ACAD00434,唐希灿,Xican Tang,CAE,2001,医药卫生学部,中国科学院上海药物研究所,https://www.cae.cn/cae/html/main/colys/71679349.html,,,,,,待单人精确检索,,,,Xican Tang | 中国科学院上海药物研究所 | 医药卫生学部 | English journal DOI
ACAD00436,唐明述,Mingshu Tang,CAE,1995,化工、冶金与材料工程学部,南京工业大学,https://www.cae.cn/cae/html/main/colys/46816057.html,,,,,,待单人精确检索,,,,Mingshu Tang | 南京工业大学 | 化工、冶金与材料工程学部 | English journal DOI
ACAD00439,唐洪武,Hongwu Tang,CAE,2021,土木、水利与建筑工程学部,河海大学,https://www.cae.cn/cae/html/main/colys/14685477.html,,,,,,待单人精确检索,,,,Hongwu Tang | 河海大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD00441,唐立,Li Tang,CAE,2017,能源与矿业工程学部,北京应用物理与计算数学研究所,https://www.cae.cn/cae/html/main/colys/24937693.html,,,,,,待单人精确检索,,,,Li Tang | 北京应用物理与计算数学研究所 | 能源与矿业工程学部 | English journal DOI
ACAD00442,唐立新,Lixin Tang,CAE,2019,工程管理学部,东北大学,https://www.cae.cn/cae/html/main/colys/74454811.html,,,,,,待单人精确检索,,,,Lixin Tang | 东北大学 | 工程管理学部 | English journal DOI
ACAD00444,唐西生,Xisheng Tang,CAE,1997,能源与矿业工程学部,第二炮兵装备研究院,https://www.cae.cn/cae/html/main/colys/50904922.html,,,,,,待单人精确检索,,,,Xisheng Tang | 第二炮兵装备研究院 | 能源与矿业工程学部 | English journal DOI
